epoch,timestamp_ms,tag1_anchor_count,tag1_avg_rssi,tag1_solve_ok,tag1_x,tag1_y,tag1_z,tag1_rmse_m,tag2_anchor_count,tag2_avg_rssi,tag2_solve_ok,tag2_x,tag2_y,tag2_z,tag2_rmse_m,fused_tag,fused_x,fused_y,fused_z,fused_rmse_m,flags
82,99395.5,5,-76.573,True,0.0392,10.7846,3.6844,0.0521,4,-78.891,True,-0.6726,11.1635,1.7355,0.0648,2,-0.6683,10.7802,1.6455,0.0648,
83,99672.0,5,-77.578,True,-0.0351,10.956,3.578,0.071,5,-79.999,True,-0.634,11.3871,1.8054,0.0609,2,-0.6563,10.9926,1.7014,0.0609,
84,99972.0,5,-79.026,True,-0.0338,11.2942,3.6593,0.0564,5,-79.885,True,-0.6482,11.5245,1.808,0.0631,2,-0.6534,11.1788,1.7387,0.0631,
85,100472.0,5,-78.712,True,-0.1226,11.5821,3.6416,0.1235,5,-79.819,True,-0.7388,12.0219,1.9058,0.0895,2,-0.6833,11.4739,1.7972,0.0895,
86,100792.0,5,-78.269,True,-0.0686,11.774,3.8822,0.128,5,-80.996,True,-0.7512,12.1559,2.0426,0.087,2,-0.7071,11.7126,1.8831,0.087,
87,101075.0,5,-77.727,True,-0.0383,11.9687,3.7024,0.0659,4,-79.007,True,-0.7874,12.4246,2.4076,0.0124,2,-0.7352,11.9618,2.0667,0.0124,
88,101569.5,5,-78.255,True,0.0102,12.2206,3.7581,0.0621,4,-77.267,True,-0.4386,12.7179,2.0453,0.0776,2,-0.6314,12.2264,2.0592,0.0776,
89,101890.0,5,-76.802,True,0.1296,12.4382,3.5468,0.0855,4,-78.108,True,-0.2018,12.8494,1.8425,0.0205,2,-0.481,12.4445,1.9833,0.0205,
90,102272.5,5,-76.461,True,0.2802,12.5549,3.5784,0.1042,3,-77.407,False,,,,,1,,,,0.1042,tag2_no_3d_fix;tag1_saves_epoch;fused_jump_rejected
91,102567.5,5,-76.608,True,0.3583,12.5726,3.6041,0.1091,3,-78.978,False,,,,,1,,,,0.1091,tag2_no_3d_fix;tag1_saves_epoch;fused_jump_rejected
92,102987.5,5,-75.255,True,0.6467,12.5829,3.669,0.0819,3,-79.182,False,,,,,1,0.6467,12.5829,3.669,0.0819,tag2_no_3d_fix;tag1_saves_epoch;trajectory_reset_after_gap;height_jump_warning
93,103469.5,5,-74.831,True,0.7873,12.5989,3.6668,0.0629,4,-82.742,True,0.5256,12.919,1.9246,0.1055,1,0.6959,12.5885,3.6682,0.0629,
94,103769.5,5,-75.807,True,0.8386,12.6078,3.6837,0.0593,4,-79.355,True,0.61,12.944,1.8341,0.0676,1,0.7458,12.5952,3.6736,0.0593,
95,104190.0,5,-77.434,True,1.1475,12.6337,3.792,0.0843,4,-79.845,True,0.6893,12.9412,1.6924,0.0635,1,0.8864,12.6087,3.7151,0.0843,
96,104392.0,5,-78.229,True,1.2634,12.5915,3.8089,0.1059,5,-79.986,True,0.8757,12.9294,1.6563,0.032,1,1.0184,12.6027,3.7479,0.1059,
97,104872.0,5,-80.636,True,1.5594,12.4168,4.0073,0.0548,5,-80.652,True,1.3385,12.9672,1.5266,0.0474,1,1.2077,12.5376,3.8387,0.0548,
98,105272.0,5,-79.921,True,1.7065,12.3487,4.1045,0.0436,5,-81.058,True,1.7063,12.844,1.4312,0.0651,1,1.3823,12.4715,3.9317,0.0436,
99,105592.0,5,-79.122,True,1.8086,12.2076,4.2667,0.0718,5,-81.842,True,1.8371,12.6778,1.2138,0.0617,1,1.5315,12.3791,4.0489,0.0718,
100,105972.0,5,-81.14,True,2.1096,11.9272,4.3684,0.0378,5,-80.583,True,1.941,12.5624,1.1779,0.0384,1,1.7338,12.221,4.1608,0.0378,
101,106378.0,4,-76.251,True,2.2182,11.8044,4.339,0.0057,4,-77.288,True,2.1439,12.3921,1.009,0.0512,1,1.9034,12.0752,4.2231,0.0057,
102,106687.5,4,-77.473,True,2.2787,11.769,4.3483,0.0027,4,-77.911,True,2.2917,12.2434,0.9201,0.0519,1,2.0347,11.968,4.2669,0.0027,
103,107067.0,4,-79.131,True,2.3784,11.6449,4.4439,0.0278,4,-77.57,True,2.3918,12.047,0.8285,0.0637,1,2.155,11.8549,4.3289,0.0278,
104,107367.0,4,-81.885,True,2.503,11.4529,4.3344,0.0506,4,-77.507,True,2.4551,11.9421,0.8711,0.0664,1,2.2768,11.7142,4.3308,0.0506,
105,107887.5,4,-79.183,True,2.6967,11.3384,3.9428,0.068,4,-77.449,True,2.58,11.6521,0.9081,0.0626,1,2.4238,11.5827,4.195,0.068,
106,108267.0,4,-78.009,True,2.7867,11.088,3.9609,0.0601,4,-75.002,True,2.6473,11.3987,0.8762,0.0922,1,2.5508,11.4095,4.1131,0.0601,
107,108469.5,4,-79.145,True,2.7878,10.9415,4.0042,0.0405,5,-79.887,True,2.671,11.4571,0.87,0.4926,1,2.6337,11.2457,4.075,0.0405,
108,108897.5,3,-78.177,False,,,,,5,-81.153,True,2.6687,11.1265,0.8383,0.1504,2,,,,0.1504,tag1_no_3d_fix;tag2_saves_epoch;fused_jump_rejected
109,109092.5,3,-76.543,False,,,,,5,-81.408,True,2.6551,10.9081,0.8511,0.0741,2,,,,0.0741,tag1_no_3d_fix;tag2_saves_epoch;fused_jump_rejected
110,109467.5,3,-75.914,False,,,,,5,-81.802,True,2.7421,10.614,0.8884,0.0759,2,2.7421,10.614,0.8884,0.0759,tag1_no_3d_fix;tag2_saves_epoch;trajectory_reset_after_gap;height_jump_warning
111,109767.5,3,-75.755,False,,,,,5,-80.336,True,2.7844,10.5224,0.9279,0.0755,2,2.7569,10.582,0.9022,0.0755,tag1_no_3d_fix;tag2_saves_epoch
112,110288.0,3,-79.854,False,,,,,5,-80.342,True,2.9096,10.2483,1.0185,0.0977,2,2.8103,10.4652,0.9429,0.0977,tag1_no_3d_fix;tag2_saves_epoch
113,110487.5,3,-76.176,False,,,,,5,-80.212,True,2.8902,10.187,1.0481,0.1027,2,2.8383,10.3678,0.9797,0.1027,tag1_no_3d_fix;tag2_saves_epoch
114,110969.5,4,-76.212,True,3.0938,10.0528,3.5571,0.4455,5,-81.159,True,3.0715,10.0169,1.0029,0.0828,2,2.9199,10.245,0.9878,0.0828,
115,111392.0,5,-80.039,True,2.7789,10.1669,1.5782,0.4906,5,-80.216,True,3.0791,9.908,1.0232,0.081,2,2.9756,10.127,1.0002,0.081,
116,111692.0,5,-80.3,True,2.6364,9.7256,1.7091,0.1104,5,-80.122,True,3.0466,9.8582,1.0223,0.0743,2,3.0005,10.0329,1.0079,0.0743,
117,112072.0,5,-77.74,True,2.6395,9.6286,1.8537,0.0692,5,-78.476,True,3.0353,9.7252,0.9709,0.1119,1,2.8741,9.8914,1.304,0.0692,
118,112472.0,5,-78.69,True,2.665,9.4867,1.8467,0.1203,5,-77.463,True,3.0515,9.5425,0.9895,0.0895,2,2.9362,9.7693,1.1939,0.0895,
119,112892.0,5,-76.27,True,2.7087,9.2993,1.8493,0.1351,5,-81.056,True,3.0325,9.401,1.0105,0.0821,1,2.8566,9.6048,1.4233,0.1351,
120,113272.0,5,-77.289,True,2.7029,9.1702,1.8071,0.1472,5,-78.926,True,2.9851,9.2853,1.0275,0.1283,2,2.9015,9.493,1.2848,0.1283,
121,113572.0,5,-75.482,True,2.5656,9.0015,1.6454,0.2046,5,-79.509,True,2.9072,9.2833,0.9989,0.1288,1,2.784,9.321,1.411,0.2046,
122,113892.0,5,-76.904,True,2.518,8.9412,1.6331,0.2117,5,-79.475,True,2.7384,9.17,0.945,0.1075,2,2.768,9.2681,1.2479,0.1075,
123,114372.0,5,-76.098,True,2.3954,8.8709,1.743,0.1888,5,-78.51,True,2.6405,9.0993,0.8929,0.1067,2,2.7234,9.209,1.1236,0.1067,
124,114572.0,5,-77.246,True,2.387,8.8803,1.8196,0.1456,5,-78.649,True,2.6066,9.0918,0.9023,0.1117,2,2.6825,9.168,1.0462,0.1117,
125,114992.0,5,-77.085,True,2.4332,8.8784,1.9086,0.0761,5,-79.835,True,2.5479,9.0221,1.0077,0.1312,1,2.5953,9.0666,1.348,0.0761,
126,115472.0,5,-77.167,True,2.5848,8.8776,1.8246,0.0584,5,-79.675,True,2.7459,8.9406,1.217,0.172,1,2.5916,9.0005,1.5148,0.0584,
127,115672.0,5,-76.656,True,2.6669,8.8564,1.9143,0.071,5,-79.882,True,2.8229,8.9303,1.2306,0.1775,1,2.618,8.95,1.6546,0.071,
128,116192.0,5,-75.492,True,2.7883,8.7607,1.8472,0.0863,5,-81.098,True,3.0001,8.8916,1.1268,0.1638,1,2.6776,8.8838,1.722,0.0863,
129,116472.0,5,-76.988,True,2.8162,8.6879,1.8108,0.1229,5,-79.92,True,3.048,8.7804,1.064,0.1518,1,2.7261,8.8152,1.7531,0.1229,
130,116872.0,5,-77.835,True,2.847,8.548,1.8604,0.1171,5,-80.629,True,2.9255,8.6811,0.9199,0.1473,1,2.7684,8.7217,1.7907,0.1171,
131,117272.0,5,-78.048,True,2.8745,8.4553,1.8654,0.1306,5,-79.703,True,2.975,8.5815,0.8887,0.1513,1,2.8055,8.6285,1.8168,0.1306,
132,117492.0,5,-78.193,True,2.8684,8.404,1.7642,0.1297,5,-79.431,True,2.9608,8.5179,0.9256,0.1584,1,2.8275,8.5499,1.7984,0.1297,
133,117972.0,5,-77.586,True,2.8442,8.2202,1.7129,0.0864,5,-78.756,True,2.9766,8.4149,0.9367,0.1772,1,2.8333,8.4345,1.7685,0.0864,
134,118272.0,5,-76.816,True,2.8518,8.1609,1.7064,0.0767,5,-79.66,True,2.9684,8.2565,0.8675,0.1756,1,2.8398,8.3387,1.7468,0.0767,
135,118692.0,5,-78.971,True,2.8466,7.9619,1.5244,0.1103,5,-79.345,True,2.9837,8.1503,0.8799,0.162,1,2.8422,8.2068,1.6689,0.1103,
136,119172.0,5,-79.133,True,2.84,7.7659,1.5203,0.0978,5,-79.906,True,3.0138,7.9217,0.8204,0.1278,1,2.8414,8.0525,1.6169,0.0978,
137,119572.0,5,-79.597,True,2.7847,7.4957,1.5205,0.0755,5,-80.095,True,3.0119,7.7224,0.6753,0.1024,2,2.9011,7.937,1.2873,0.1024,
138,119792.0,5,-78.749,True,2.7775,7.4239,1.4793,0.081,5,-80.986,True,2.9962,7.6093,0.6432,0.1093,1,2.8579,7.7574,1.3545,0.081,
139,120192.0,5,-80.199,True,2.7658,7.2674,1.4082,0.082,5,-80.944,True,2.878,7.1925,0.44,0.1027,2,2.8649,7.5597,1.0344,0.1027,
140,120572.0,5,-79.378,True,2.7272,6.9798,1.2462,0.0791,5,-79.263,True,3.0129,6.8204,0.3765,0.1435,1,2.8167,7.3567,1.1085,0.0791,
141,120892.0,5,-81.267,True,2.7845,6.6159,1.1168,0.0861,5,-81.193,True,2.9467,6.6037,0.2455,0.1488,1,2.8054,7.0974,1.1114,0.0861,
142,121272.0,5,-80.726,True,2.7626,6.2784,1.0924,0.0771,5,-79.792,True,3.0292,6.218,0.3154,0.1179,1,2.7904,6.8108,1.1048,0.0771,
143,121772.0,5,-80.397,True,2.7541,5.754,1.0109,0.0986,5,-80.426,True,2.9554,5.8591,0.1559,0.1207,1,2.7777,6.4409,1.0719,0.0986,
144,122072.0,5,-81.688,True,2.8068,5.5808,1.0502,0.1021,5,-80.872,True,3.0038,5.4836,0.1299,0.1334,1,2.7879,6.1399,1.0643,0.1021,
145,122492.0,5,-79.429,True,2.8502,5.2178,1.0139,0.1053,5,-81.748,True,3.056,5.1086,0.1927,0.0996,1,2.8097,5.8171,1.0467,0.1053,
146,122672.0,5,-79.552,True,2.7587,5.0221,0.9752,0.13,5,-80.981,True,3.0074,4.9403,0.3367,0.0927,2,2.8789,5.5102,0.7982,0.0927,
147,123172.0,5,-79.976,True,2.9677,4.3574,0.845,0.1689,5,-81.334,True,3.1125,4.4655,0.1826,0.1569,1,2.91,5.1068,0.8146,0.1689,
148,123592.0,5,-78.69,True,3.0263,4.0034,0.8498,0.2269,5,-80.833,True,3.1817,4.1419,0.3666,0.1724,1,2.9507,4.7206,0.8269,0.2269,
149,123772.0,5,-80.066,True,2.9738,3.8331,0.7718,0.2086,5,-80.887,True,3.1405,3.9357,0.323,0.1954,1,2.9588,4.4099,0.8076,0.2086,
150,124272.0,5,-81.544,True,2.9628,3.4889,0.8692,0.2369,5,-80.944,True,3.0092,3.4674,0.3202,0.2076,2,2.9764,4.08,0.637,0.2076,
151,124692.0,5,-81.478,True,2.9191,3.2312,0.8622,0.2033,5,-80.466,True,3.0618,3.0555,0.2669,0.2351,2,3.0063,3.7215,0.5075,0.2351,
152,124972.0,5,-81.67,True,2.8927,2.9242,0.9649,0.1053,5,-79.872,True,3.1263,2.8624,0.2761,0.2392,1,2.9665,3.4424,0.6676,0.1053,
153,125372.0,5,-80.943,True,2.7916,2.6619,0.94,0.1173,5,-79.128,True,3.113,2.503,0.3776,0.2415,2,3.0178,3.1136,0.5661,0.2415,
154,125692.0,5,-80.331,True,2.8455,2.5145,1.2247,0.1411,5,-79.866,True,3.1249,2.1879,0.5142,0.222,2,3.0553,2.7896,0.5479,0.222,
155,126172.0,5,-79.703,True,3.0329,1.9243,1.2009,0.1259,5,-78.457,True,3.2277,1.8899,0.6284,0.1687,2,3.1156,2.4747,0.5761,0.1687,
156,126372.0,5,-78.986,True,3.0353,1.7239,1.5015,0.1241,5,-81.716,True,3.2109,1.7013,0.6641,0.1653,1,3.0875,2.2119,0.9,0.1241,
157,126772.0,5,-78.452,True,2.9317,1.3115,1.8387,0.1865,5,-79.873,True,3.044,1.4259,0.8356,0.1828,2,3.0723,1.9368,0.8775,0.1828,
158,127292.0,5,-77.474,True,2.8784,1.1523,1.7855,0.2101,5,-81.829,True,2.9102,1.0266,0.9777,0.2363,2,3.0156,1.6182,0.9125,0.2363,
159,127472.0,5,-78.237,True,2.8517,0.9915,1.7675,0.2418,5,-82.715,True,2.8618,0.8898,1.0559,0.2994,2,2.9617,1.3633,0.9627,0.2994,
160,127874.5,5,-77.174,True,2.7973,0.8148,1.7518,0.281,4,-80.318,True,2.891,0.3646,2.1412,0.2685,1,2.9042,1.1713,1.2389,0.281,weak_height_geometry
161,128390.0,5,-77.886,True,2.8003,0.5299,1.7065,0.1433,4,-81.882,True,2.845,0.1568,2.0719,0.1938,1,2.8678,0.9468,1.4025,0.1433,weak_height_geometry
162,128669.5,5,-78.399,True,2.834,0.3762,1.6971,0.1691,4,-81.597,True,2.9215,-0.0765,1.7094,0.1683,1,2.856,0.7471,1.5056,0.1691,weak_height_geometry
163,128969.5,5,-78.125,True,2.8392,0.2938,1.6911,0.1771,4,-80.493,True,3.001,-0.2752,1.6902,0.1591,1,2.8501,0.5884,1.5705,0.1771,weak_height_geometry
164,129369.5,5,-82.045,True,2.7904,0.0962,1.6844,0.2066,4,-80.152,True,3.0496,-0.49,1.6315,0.1145,1,2.8292,0.4162,1.6104,0.2066,weak_height_geometry
165,129769.5,5,-80.851,True,2.9462,-0.3108,1.6498,0.208,4,-84.385,True,3.1018,-0.653,1.619,0.1547,1,2.8701,0.1617,1.6242,0.208,weak_height_geometry
166,130069.5,5,-81.473,True,3.0326,-0.4775,1.6366,0.1903,4,-83.699,True,3.2177,-0.9785,1.5983,0.2803,1,2.927,-0.062,1.6285,0.1903,weak_height_geometry
167,130592.0,5,-82.704,True,3.0791,-1.0141,1.5944,0.2304,5,-86.036,True,3.0396,-1.118,2.3387,0.9505,1,2.9802,-0.3952,1.6166,0.2304,weak_height_geometry
